"","Order_all","Family_all","Genus_all","Species_all","Breeding_system","Compatibility_system","Autonomous_selfing_level","Autonomous_selfing_level_fruit_set","Flower_morphology","Flower_symmetry","Flowers_per_plant","Floral_unit_width","Corolla_diameter_mean","Corolla_length_mean","Style_length","Ovule_number","life_form","lifespan","Plant_height_mean_m","Nectar_presence_absence"
"Epilobium tibetanum","Myrtales","Onagraceae","Epilobium","Epilobium tibetanum","Hermaphrodite","self_compatible","low",13,"Open","actinomorphic",5,18,18,11,3.15,593,"herb","Perennial",0.565,"yes"
"Epistephium duckei","Asparagales","Orchidaceae","Epistephium","Epistephium duckei","Hermaphrodite","self_compatible","high",100,"Open","zygomorphic",5,60,60,60,0.1,25000,"herb","Perennial",1.5,"yes"
"Erechthites hieracifolia","Asterales","Asteraceae","Erechtites","Erechtites hieracifolia","Hermaphrodite","self_compatible","low",19.312875,"Capitulum","actinomorphic",30,30,8.5,25.5,2,100,"herb","Short lived",1.5,"yes"
"Erica ciliaris","Ericales","Ericaceae","Erica","Erica ciliaris","Hermaphrodite","self_compatible","low",1,"Tube","actinomorphic",50,16,3.1,8,8.5,120,"shrub","Perennial",0.6,"yes"
"Erica scoparia","Ericales","Ericaceae","Erica","Erica scoparia","Hermaphrodite","partially_self_compatible","medium",31,"Campanulate","actinomorphic",2500,10,2.2,2.4,1.45,12.5,"shrub","Perennial",2.1,"no"
"Erica tetralix","Ericales","Ericaceae","Erica","Erica tetralix","Hermaphrodite","partially_self_compatible","low",10,"Campanulate","actinomorphic",15,3.5,3.5,6.3,3.5,100,"herb","Perennial",1,"yes"
"Erica umbellata","Ericales","Ericaceae","Erica","Erica umbellata","Hermaphrodite","partially_self_compatible","low",10,"Campanulate","actinomorphic",1000,13.5,4.4,4.8,5,77.5,"shrub","Perennial",0.6,"yes"
"Erigenia bulbosa","Apiales","Apiaceae","Erigenia","Erigenia bulbosa","Hermaphrodite","self_compatible","low",13.9468,"Open","actinomorphic",15,18,6.1,2.6,1.5,2,"herb","Perennial",0.15,"yes"
"Erigeron annuus","Asterales","Asteraceae","Erigeron","Erigeron annuus","Hermaphrodite","self_compatible","low",22.3295,"Capitulum","zygomorphic",15,31.12,31.12,8,2.2,300,"herb","Short lived",1.5,"yes"
"Erigeron canadensis","Asterales","Asteraceae","Erigeron","Erigeron canadensis","Hermaphrodite","self_compatible","high",88,"Capitulum","actinomorphic",200,3.25,3.25,3.5,2.25,45,"herb","Short lived",0.75,"yes"
"Erigeron compositus","Asterales","Asteraceae","Erigeron","Erigeron compositus","Hermaphrodite","self_compatible","none",0,"Capitulum","actinomorphic",30,12.5,12.5,8.5,3.5,80,"herb","Perennial",0.05,"yes"
"Erigeron ramosus","Asterales","Asteraceae","Erigeron","Erigeron divergens","Hermaphrodite","self_compatible","low",24.544875,"Capitulum","actinomorphic",10,23.1,23.1,2.1,3.75,300,"herb","Short lived",0.6,"yes"
"Erigeron eriocephalus","Asterales","Asteraceae","Erigeron","Erigeron eriocephalus","Hermaphrodite","self_compatible","low",14.423625,"Capitulum","actinomorphic",3,12.5,12.5,12.5,3.75,200,"herb","Perennial",0.15,"yes"
"Erigeron philadelphicus","Asterales","Asteraceae","Erigeron","Erigeron philadelphicus","Hermaphrodite","self_compatible","low",19.9371,"Capitulum","actinomorphic",15,35,35,2.85,3.75,400,"herb","Short lived",0.45,"yes"
"Erigeron pulchellus","Asterales","Asteraceae","Erigeron","Erigeron pulchellus","Hermaphrodite","self_compatible","low",17.8822,"Capitulum","actinomorphic",3,27.5,27.5,5.1,3.75,200,"herb","Perennial",0.3,"yes"
"Eriobotrya japonica","Rosales","Rosaceae","Eriobotrya","Eriobotrya japonica","Hermaphrodite","partially_self_compatible","low",13,"Open","actinomorphic",4000,50,9.1,5,3.25,10,"tree","Perennial",6.75,"yes"
"Eriopsis biloba","Asparagales","Orchidaceae","Eriopsis","Eriopsis biloba","Hermaphrodite","self_incompatible","none",0,"Open","zygomorphic",35,100,24,8,0.1,25000,"herb","Perennial",0.125,"yes"
"Erodium_cicatarium","Geraniales","Geraniaceae","Erodium","Erodium cicutarium","Hermaphrodite","self_compatible","high",82.8,"Open","actinomorphic",5,25,10,3.5,1,5,"herb","Short lived",0.45,"yes"
"Astragalus lusitanicus","Fabales","Fabaceae","Erophaca","Erophaca baetica","Monoecious","self_compatible","low",13.13685,"Papilionaceous","zygomorphic",300,90,30,14.1,14,9.6,"herb","Perennial",0.5,"yes"
"Eryngium campestre","Apiales","Apiaceae","Eryngium","Eryngium campestre","Hermaphrodite","partially_self_compatible","none",0,"Tube","actinomorphic",20,10,1.5,2.5,5,2,"herb","Perennial",0.3,"yes"
"Eryngium yuccifolium","Apiales","Apiaceae","Eryngium","Eryngium yuccifolium","Hermaphrodite","partially_self_compatible","none",0,"Capitulum","actinomorphic",20,17.5,17.5,17.5,10,50,"herb","Perennial",1.05,"yes"
"Erysimum pallasii","Brassicales","Brassicaceae","Erysimum","Erysimum redowskii","Hermaphrodite","self_compatible","high",100,"Tube","actinomorphic",40,30,6,6,11.5,34.7,"herb","Short lived",0.16,"yes"
"Erythronium albidum","Liliales","Liliaceae","Erythronium","Erythronium albidum","Hermaphrodite","self_compatible","none",0,"Open","actinomorphic",1,25,25,24.1,19.1,34.7,"herb","Perennial",0.15,"no"
"Erythrospermum monticolum","Malpighiales","Achariaceae","Erythrospermum","Erythrospermum monticolum","Hermaphrodite","partially_self_compatible","low",6.45075555555555,"Open","actinomorphic",4644.39523809524,30,5.92688333333333,2.62366666666667,1,4,"tree","Perennial",4.5,"no"
"Erythroxylum macrocarpum","Malpighiales","Erythroxylaceae","Erythroxylum","Erythroxylum macrocarpum","Hermaphrodite","partially_self_compatible","low",5,"Open","actinomorphic",100,30,6.5,2.98441666666667,1.4,3,"shrub","Perennial",4,"yes"
"Erythroxylum sechellarum","Malpighiales","Erythroxylaceae","Erythroxylum","Erythroxylum sechellarum","Hermaphrodite","partially_self_compatible","low",5,"Open","actinomorphic",100,30,6.88383611111111,3.2,1.4,3,"shrub","Perennial",7.5,"yes"
"Monimiastrum globosum","Myrtales","Myrtaceae","Eugenia","Eugenia kanakana","Hermaphrodite","partially_self_compatible","low",7.41365555555556,"Brush","actinomorphic",200,40,12.1836,6.950775,3.5,30,"shrub","Perennial",4.5,"no"
"Eugenia orbiculata","Myrtales","Myrtaceae","Eugenia","Eugenia orbiculata","Hermaphrodite","partially_self_compatible","low",7.51715555555556,"Open","actinomorphic",200,40,10,5.54216666666667,3.5,40,"tree","Perennial",4.5,"no"
"Eulophus americanus","Apiales","Apiaceae","Eulophus","Eulophus americanus","Hermaphrodite","self_compatible","low",17.4786333333333,"Open","actinomorphic",250,250,3,0.75,0.5,2,"herb","Perennial",0.5,"yes"
"Euonymus alatus","Celastrales","Celastraceae","Euonymus","Euonymus alatus","Hermaphrodite","self_compatible","low",11.0637666666667,"Open","actinomorphic",2000,45,9,1,0.5,7,"shrub","Perennial",1,"yes"
"Evonymus atropurpureus","Celastrales","Celastraceae","Evonymus","Euonymus atropurpureus","Hermaphrodite","self_compatible","low",11.43795,"Open","actinomorphic",2500,30,7,0.6,6,16,"shrub","Perennial",4,"yes"
"Eupatorium altissimum","Asterales","Asteraceae","Eupatorium","Eupatorium altissimum","Hermaphrodite","self_incompatible","low",13,"Capitulum","actinomorphic",150,35,7.1,4,10,5,"herb","Perennial",0.75,"yes"
"Eupatorium chinense","Asterales","Asteraceae","Eupatorium","Eupatorium chinense","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",250,140,2.1,5,10,5,"shrub","Perennial",1,"yes"
"Eupatorium perfoliatum","Asterales","Asteraceae","Eupatorium","Eupatorium perfoliatum","Hermaphrodite","partially_self_compatible","low",13,"Capitulum","actinomorphic",500,250,12,4.1,10,16,"herb","Short lived",0.7,"yes"
"Eupatorium purpureum","Asterales","Asteraceae","Eupatorium","Eupatorium purpureum","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",1000,120,30.12,5.5,11.5,5.5,"herb","Perennial",1.35,"yes"
"Eupatorium serotinum","Asterales","Asteraceae","Eupatorium","Eupatorium serotinum","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",500,300,30,2.75,10,11.5,"herb","Perennial",1,"yes"
"Eupatorium sessilifolium","Asterales","Asteraceae","Eupatorium","Eupatorium sessilifolium","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",350,140,4,6.28771666666667,10,5,"herb","Perennial",0.85,"yes"
"Euphorbia corollata","Malpighiales","Euphorbiaceae","Euphorbia","Euphorbia corollata","Monoecious","monoecious","none",0,"Open","actinomorphic",90,80,6,2,1.1,3,"herb","Perennial",0.6,"yes"
"Euphorbia cyathophora","Malpighiales","Euphorbiaceae","Euphorbia","Euphorbia cyathophora","Monoecious","monoecious","none",0,"Open","actinomorphic",10,20,2,2,1.6,3,"herb","Short lived",0.6,"yes"
"Euphorbia preslii","Malpighiales","Euphorbiaceae","Euphorbia","Euphorbia nutans","Monoecious","monoecious","none",0,"Open","actinomorphic",200,20,5.7,3.9,1.55,3,"herb","Short lived",0.5,"yes"
"Euphorbia pyrifolia","Malpighiales","Euphorbiaceae","Euphorbia","Euphorbia pyrifolia","Dioecious","dioecious","none",0,"Open","actinomorphic",75,60,8.84323155080214,2.25,2,3,"shrub","Perennial",6.5,"yes"
"Euphorbea segatalis","Malpighiales","Euphorbiaceae","Euphorbia","Euphorbia segetalis","Monoecious","self_compatible","low",13,"Open","actinomorphic",75,8,2,3,3,3,"herb","Short lived",0.35,"yes"
"Euphrasia collina","Lamiales","Orobanchaceae","Euphrasia","Euphrasia collina","Hermaphrodite","self_compatible","medium",60,"Tube","zygomorphic",20,30,11,10.1,10,24,"herb","Perennial",0.325,"yes"
"Euphrasia regelii","Lamiales","Orobanchaceae","Euphrasia","Euphrasia regelii","Hermaphrodite","self_compatible","medium",60,"Tube","zygomorphic",5,20,6,7.5,5,39,"herb","Short lived",0.19,"yes"
"Euphrasia revoluta","Lamiales","Orobanchaceae","Euphrasia","Euphrasia revoluta","Hermaphrodite","self_compatible","medium",60,"Tube","zygomorphic",3,75,14.1,12.5,5,31.5,"herb","Perennial",0.05,"yes"
"Euphrasia zelandica","Lamiales","Orobanchaceae","Euphrasia","Euphrasia zelandica","Hermaphrodite","self_compatible","medium",60,"Tube","zygomorphic",5,75,13.5,9,5,24,"herb","Short lived",0.05,"yes"
"Euptelea polyandra","Ranunculales","Eupteleaceae","Euptelea","Euptelea polyandra","Hermaphrodite","partially_self_compatible","medium",50.5,"Brush","actinomorphic",750,15,2.5,2.5,10,4,"tree","Perennial",10,"no"
"Eurya japonica","Ericales","Pentaphylacaceae","Eurya","Eurya japonica","Dioecious","self_incompatible","none",0,"Campanulate","actinomorphic",20000,15,3.5,3.5,1.5,9,"shrub","Perennial",3.5,"yes"
"Euscaphis japonica","Crossosomatales","Staphyleaceae","Euscaphis","Euscaphis japonica","Hermaphrodite","self_compatible","low",10.5089666666667,"Open","actinomorphic",40000,20,4.5,4,2,6,"tree","Perennial",5,"yes"
"Solidago graminifolia","Asterales","Asteraceae","Euthamia","Euthamia graminifolia","Hermaphrodite","self_incompatible","low",13,"Capitulum","actinomorphic",400,75,5,4,10,36.5,"herb","Perennial",0.5,"yes"
"Meriana sclerophylla","Solanales","Convolvulaceae","Evolvulus","Evolvulus pusillus","Hermaphrodite","self_compatible","none",0,"Tube","actinomorphic",50,10.5,10.5,3,1.5,4,"herb","Perennial",0.4,"no"
"Excoecaria benthamiana","Malpighiales","Euphorbiaceae","Exoecaria","Excoecaria benthamiana","Monoecious","monoecious","none",0,"Open","actinomorphic",50000,10,2.2,2,1,3,"tree","Perennial",6,"yes"
"Cacabus miersii","Solanales","Solanaceae","Exodeconus","Exodeconus miersii","Hermaphrodite","self_compatible","low",16.1657744444444,"Campanulate","actinomorphic",100,18.2,18.2,50,45,100,"herb","Short lived",0.225,"yes"
"Polygonum scandens","Caryophyllales","Polygonaceae","Fallopia","Fallopia scandens","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",600,20,5.1,3.1,1,1,"herb","Perennial",3,"yes"
"Farfugium joponicum","Asterales","Asteraceae","Farfugium","Farfugium joponicum","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",60,100,25,20,5.1,30,"herb","Perennial",0.4,"yes"
"Faujasiopsis flexuosa","Asterales","Asteraceae","Faujasiopsis","Faujasiopsis flexuosa","Hermaphrodite","self_compatible","low",15.5046083333333,"Capitulum","actinomorphic",70,50,3.3,5.308425,6,40,"shrub","Perennial",1.5,"no"
"Filipendula ulmaria","Rosales","Rosaceae","Filipendula","Filipendula ulmaria","Hermaphrodite","self_compatible","high",88,"Open","actinomorphic",600,150,6.5,0.5,1.25,2,"herb","Perennial",0.85,"no"
"Flagellaria indica","Poales","Flagellariaceae","Flagellaria","Flagellaria indica","Hermaphrodite","self_compatible","low",9.57575,"Campanulate","actinomorphic",150,50,2.5,2.1,1,3,"vine","Perennial",7.5,"no"
"Fragaria virginiana illinoensis","Rosales","Rosaceae","Fragaria","Fragaria virginiana","Dioecious","self_compatible","low",15.00415,"Open","actinomorphic",5,15.5,15.5,1.4,1,100,"herb","Perennial",0.9,"yes"
"Frasera carolinensis","Gentianales","Gentianaceae","Frasera","Frasera caroliniensis","Hermaphrodite","self_compatible","low",17.9,"Open","actinomorphic",75,240,24,8.79905,5,10,"herb","Perennial",1.65,"yes"
"Fraxinus americanus","Lamiales","Oleaceae","Fraxinus","Fraxinus americana","Dioecious","dioecious","none",0,"Open","actinomorphic",14237.8208333333,40,3,10,1,4,"tree","Perennial",22.5,"no"
"Freesia refracta","Asparagales","Iridaceae","Freesia","Freesia refracta","Hermaphrodite","self_incompatible","none",0,"Tube","actinomorphic",30,150,31.1,26,10,4,"herb","Perennial",0.35,"yes"
"Fumaria_capreolata","Ranunculales","Papaveraceae","Fumaria","Fumaria capreolata","Hermaphrodite","self_compatible","low",14.9474,"Tube","zygomorphic",75,24,2,12,12,1.5,"vine","Perennial",0.45,"yes"
"Gaertnera petrinensis","Gentianales","Rubiaceae","Gaertnera","Gaertnera petrinensis","Hermaphrodite","self_incompatible","low",9.15255,"Tube","actinomorphic",500,50,10,15,7.5,2,"shrub","Perennial",1.25,"yes"
"Gaertnera psychotrioides/edentata","Gentianales","Rubiaceae","Gaertnera","Gaertnera psychotrioides","Hermaphrodite","self_incompatible","low",13,"Tube","actinomorphic",500,50,10,12.5,12.5,2,"tree","Perennial",6.3,"yes"
"Gaertnera rotundifolia","Gentianales","Rubiaceae","Gaertnera","Gaertnera rotundifolia","Hermaphrodite","self_incompatible","low",13,"Tube","actinomorphic",500,50,2.5,20,15.25,2,"shrub","Perennial",3.5,"yes"
"Galactea striata","Fabales","Fabaceae","Galactia","Galactia striata","Hermaphrodite","self_compatible","low",15.7946666666667,"Papilionaceous","zygomorphic",50,8,8,5.1,5,12,"vine","Perennial",2.3,"yes"
"Galactites tomentosa","Asterales","Asteraceae","Galactites","Galactites tomentosus","Hermaphrodite","self_compatible","low",15.967975,"Capitulum","actinomorphic",3,60,60,16.5,10,30,"herb","Short lived",0.275,"yes"
"Galactophora schomburgkiana","Gentianales","Apocynaceae","Galactophora","Galactophora schomburgkiana","Hermaphrodite","self_compatible","low",12.1177411111111,"Tube","actinomorphic",3,25,25,58.5,20,195.5026,"vine","Perennial",1.25,"yes"
"Orchis spectabilis","Asparagales","Orchidaceae","Galearis","Galearis spectabilis","Hermaphrodite","partially_self_compatible","none",0,"Tube","zygomorphic",5,60,20,25,0.1,25000,"herb","Perennial",4.5,"yes"
"Galeopsis bifida","Lamiales","Lamiaceae","Galeopsis","Galeopsis bifida","Hermaphrodite","self_compatible","high",88,"Tube","zygomorphic",15,20,7,13.5,10,4,"herb","Short lived",0.45,"yes"
"Galium aperine","Gentianales","Rubiaceae","Galium","Galium aparine","Hermaphrodite","self_compatible","high",88,"Open","actinomorphic",35,12,1.5,1,0.45,2,"herb","Short lived",1,"yes"
"Galium palustre","Gentianales","Rubiaceae","Galium","Galium palustre","Hermaphrodite","self_incompatible","low",13,"Open","actinomorphic",50,12,4,1,0.8,2,"herb","Perennial",0.3,"yes"
"Galium perpusillum","Gentianales","Rubiaceae","Galium","Galium perpusillum","Dioecious","dioecious","none",0,"Tube","actinomorphic",20,12,3.75,0.9,1,2,"herb","Perennial",0.06,"yes"
"Galium propinquum","Gentianales","Rubiaceae","Galium","Galium propinquum","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",30,12,1.65,1.65,1,2,"herb","Perennial",0.1,"yes"
"Galium saxatile","Gentianales","Rubiaceae","Galium","Galium saxatile","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",50,10,2.5,1,2,2,"shrub","Perennial",0.6,"yes"
"Galium verum","Gentianales","Rubiaceae","Galium","Galium verum","Hermaphrodite","self_incompatible","none",0,"Tube","actinomorphic",300,20,3,3,1,2,"herb","Perennial",0.3,"yes"
"Galvezia leucantha","Lamiales","Plantaginaceae","Galvezia","Galvezia leucantha","Hermaphrodite","self_compatible","low",14.4120666666667,"Tube","zygomorphic",20,7,7,9.25,1.5,4,"shrub","Perennial",0.75,"yes"
"Gastonia crassa","Apiales","Araliaceae","Gastonia","Gastonia crassa","Hermaphrodite","monoecious","low",9.16745476190476,"Campanulate","actinomorphic",80,125,6.5,17,1,7,"shrub","Perennial",5,"yes"
"Gaura biennis","Myrtales","Onagraceae","Gaura","Gaura biennis","Hermaphrodite","self_compatible","high",88,"Open","zygomorphic",50,50,13,7,11,4,"herb","Short lived",1.05,"yes"
"Gaylussacia baccata","Ericales","Ericaceae","Gaylussacia","Gaylussacia baccata","Hermaphrodite","partially_self_compatible","low",10,"Tube","actinomorphic",2000,120,4,7,5.05,10,"shrub","Perennial",0.6,"yes"
"Geniostoma borbonicum","Gentianales","Loganiaceae","Geniostoma","Geniostoma borbonicum","Hermaphrodite","partially_self_compatible","low",10.2057833333333,"Campanulate","actinomorphic",500,60,8,4.75,1.15,65,"tree","Perennial",8.5,"no"
"Genista anglica","Fabales","Fabaceae","Genista","Genista anglica","Hermaphrodite","self_incompatible","none",0,"Papilionaceous","zygomorphic",1000,25,8,12.5,6.5,17.9,"shrub","Perennial",0.38,"no"
"Genista hirsuta","Fabales","Fabaceae","Genista","Genista hirsuta","Hermaphrodite","self_incompatible","none",0,"Papilionaceous","zygomorphic",3000,25,1.7,8.5,9.1,6.47,"shrub","Perennial",0.9,"no"
"Genista pilosa","Fabales","Fabaceae","Genista","Genista pilosa","Hermaphrodite","self_incompatible","none",0,"Papilionaceous","zygomorphic",500,20,7,10,6.5,13,"shrub","Perennial",0.6,"no"
"Gentiana andrewsii","Gentianales","Gentianaceae","Gentiana","Gentiana andrewsii","Hermaphrodite","self_compatible","low",4,"Tube","actinomorphic",10,100,18.75,37.5,15,150,"herb","Perennial",0.6,"yes"
"Gentiana atuntsiensis","Gentianales","Gentianaceae","Gentiana","Gentiana atuntsiensis","Hermaphrodite","self_compatible","none",0,"Campanulate","actinomorphic",10,60,14.5,29,4.5,150,"herb","Perennial",0.15,"yes"
"Gentiana chungtienensis","Gentianales","Gentianaceae","Gentiana","Gentiana chungtienensis","Hermaphrodite","self_compatible","none",0,"Campanulate","actinomorphic",30,19.5,19.5,19.5,1.75,150,"herb","Short lived",0.04,"yes"
"Gentiana crassicaulis","Gentianales","Gentianaceae","Gentiana","Gentiana crassicaulis","Hermaphrodite","self_compatible","none",0,"Campanulate","actinomorphic",35,80,20.1,21,2.25,150,"herb","Perennial",0.2,"yes"
"Gentiana puberula","Gentianales","Gentianaceae","Gentiana","Gentiana saponaria","Hermaphrodite","self_compatible","none",0,"Tube","actinomorphic",5,80,18.1,40,20,150,"herb","Perennial",0.375,"yes"
"Gentiana corymbifera","Gentianales","Gentianaceae","Gentianella","Gentianella corymbifera","Hermaphrodite","self_compatible","low",13,"Open","actinomorphic",30,100,16,10,15,52,"herb","Short lived",0.23,"yes"
"Gentianella diemensis","Gentianales","Gentianaceae","Gentianella","Gentianella diemensis","Hermaphrodite","self_compatible","low",13,"Open","actinomorphic",5,100,18,10,15,85,"herb","Short lived",0.26,"yes"
"Gentiana montana","Gentianales","Gentianaceae","Gentianella","Gentianella montana","Hermaphrodite","self_compatible","low",13,"Open","actinomorphic",6,100,15.15,15.25,15,66,"herb","Short lived",3.6,"yes"
"Geoffroea spinosa","Fabales","Fabaceae","Geoffroea","Geoffroea spinosa","Hermaphrodite","self_compatible","none",0,"Papilionaceous","zygomorphic",15000,75,9.1,15,15,2,"tree","Perennial",6,"yes"
